player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
146952,/player/146952/ivan-cuellar-sacristan/240002,24,2,2023-09-22,Iván Cuéllar,Iván Cuéllar Sacristán,GK,68,68,130000,5000,39,1984-05-27,187,80,453,Mallorca,53,La Liga,1,SUB,25,NA,2023-08-29,2024,45,Spain,NA,NA,NA,Left,3,1,1,Medium/Medium,Normal (185+),Yes,273000,NA,NA,NA,NA,NA,NA,NA,NA,29,15,13,25,17,14,24,19,28,13,51,40,49,66,42,48,69,38,75,12,33,21,12,49,25,56,20,11,15,66,68,64,67,68,47,28+2,28+2,28+2,27,27,27,27,27,28+2,28+2,28+2,29+2,28+2,28+2,28+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,67+1
152908,/player/152908/ashley-young/240002,24,2,2023-09-22,A. Young,Ashley Young,"LB, RB, LM",76,76,1700000,25000,37,1985-07-09,175,65,7,Everton,13,Premier League,1,LB,18,NA,2023-07-13,2024,14,England,NA,NA,NA,Right,3,4,2,High/Medium,Lean (170-185),Yes,3200000,NA,Jockey,65,66,77,75,76,71,78,63,72,78,74,74,82,75,73,76,67,64,70,77,76,71,76,68,68,65,83,75,72,74,60,79,78,77,74,16,10,15,16,15,NA,71+2,71+2,71+2,72,72,72,72,72,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,74+2,76,76,76,74+2,74+2,75+1,75+1,75+1,74+2,21+2
153275,/player/153275/jean-louis-leca/240002,24,2,2023-09-22,J. Leca,Jean-Louis Leca,GK,72,72,250000,11000,37,1985-09-21,180,75,64,Lens,16,Ligue 1,1,SUB,16,NA,2018-07-01,2024,18,France,NA,NA,NA,Right,3,1,2,Medium/Medium,Stocky (170-185),No,475000,NA,NA,NA,NA,NA,NA,NA,NA,12,11,13,33,11,13,13,12,37,25,41,41,40,73,45,56,63,24,68,13,45,22,11,27,14,60,18,14,15,70,70,74,71,72,41,29+2,29+2,29+2,26,28,28,28,26,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,31+2,31+2,31+2,26+2,26+2,30+2,30+2,30+2,26+2,71+1
155862,/player/155862/sergio-ramos-garcia/240002,24,2,2023-09-22,Sergio Ramos,Sergio Ramos García,CB,83,83,6500000,28000,37,1986-03-30,184,82,481,Sevilla,53,La Liga,1,RCB,4,NA,2023-09-04,2024,45,Spain,NA,NA,NA,Right,3,3,4,High/Medium,Unique,Yes,13700000,NA,"Power Header, Bruiser, Aerial",57,69,73,70,83,76,63,65,88,78,69,63,72,75,80,78,65,51,66,85,66,79,87,54,81,64,90,84,69,71,90,86,82,82,83,11,8,9,7,11,NA,73+3,73+3,73+3,69,71,71,71,69,72+3,72+3,72+3,69+3,75+3,75+3,75+3,69+3,73+3,80+3,80+3,80+3,73+3,75+3,83,83,83,75+3,18+3
156437,/player/156437/philipp-pentke/240002,24,2,2023-09-22,P. Pentke,Philipp Pentke,GK,66,66,90000,4000,38,1985-05-01,191,84,31,FC Köln,19,Bundesliga,1,SUB,20,NA,2023-08-01,2024,21,Germany,NA,NA,NA,Right,2,1,1,Medium/Medium,Normal (185+),No,162000,NA,NA,NA,NA,NA,NA,NA,NA,23,10,30,30,18,25,13,22,22,30,28,36,33,62,34,47,67,40,75,17,38,15,12,42,25,63,17,22,13,65,66,62,66,67,31,30+2,30+2,30+2,28,29,29,29,28,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,27+2,31+2,31+2,31+2,27+2,65+1
157481,/player/157481/raul-albiol-tortajada/240002,24,2,2023-09-22,Raúl Albiol,Raúl Albiol Tortajada,CB,81,81,4600000,27000,37,1985-09-04,190,82,483,Villarreal,53,La Liga,1,RCB,3,NA,2019-07-04,2024,45,Spain,NA,NA,NA,Right,3,2,3,Low/High,Lean (185+),Yes,9700000,#Tactician ,"Long Ball Pass, Slide Tackle",36,41,62,63,85,68,38,27,77,74,31,59,53,45,72,72,39,33,44,83,50,65,74,33,79,53,83,86,30,64,37,75,87,85,84,8,6,5,9,8,NA,54+3,54+3,54+3,53,56,56,56,53,59+3,59+3,59+3,54+3,66+3,66+3,66+3,54+3,66+3,77+3,77+3,77+3,66+3,69+3,81,81,81,69+3,16+3
157804,/player/157804/scott-carson/240002,24,2,2023-09-22,S. Carson,Scott Carson,GK,65,65,80000,11000,37,1985-09-03,188,86,10,Manchester City,13,Premier League,1,RES,33,NA,2021-07-20,2024,14,England,NA,NA,NA,Right,3,1,1,Medium/Medium,Stocky (185+),Yes,148000,NA,NA,NA,NA,NA,NA,NA,NA,14,19,18,25,13,17,18,16,17,20,33,37,38,61,42,47,61,18,70,20,23,19,11,44,20,38,10,15,20,63,65,62,69,63,35,28+2,28+2,28+2,25,27,27,27,25,27+2,27+2,27+2,25+2,26+2,26+2,26+2,25+2,23+2,25+2,25+2,25+2,23+2,23+2,27+2,27+2,27+2,23+2,64+1
158121,/player/158121/benoit-costil/240002,24,2,2023-09-22,B. Costil,Benoît Costil,GK,73,73,350000,12000,35,1987-07-03,187,82,110373,Salernitana,31,Serie A,1,SUB,56,NA,2023-07-31,2024,18,France,NA,NA,NA,Right,3,1,2,Medium/Medium,Normal (185+),No,630000,NA,NA,NA,NA,NA,NA,NA,NA,11,14,15,34,12,13,12,11,32,12,46,50,38,69,44,56,64,28,64,15,22,22,12,47,15,57,16,11,14,72,73,74,72,74,48,29+2,29+2,29+2,26,28,28,28,26,29+2,29+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,25+2,26+2,26+2,26+2,25+2,72+1
158625,/player/158625/dante-bonfim-costa-santos/240002,24,2,2023-09-22,Dante,Dante Bonfim da Costa Santos,CB,78,78,2500000,26000,39,1983-10-18,189,91,72,Nice,16,Ligue 1,1,LCB,4,NA,2016-08-23,2024,54,Brazil,NA,NA,NA,Left,4,3,3,Low/High,Normal (185+),Yes,4800000,#Strength,"Block, Anticipate, Bruiser, Aerial",32,52,68,65,79,79,58,47,78,77,48,61,51,55,77,77,32,32,41,75,59,62,76,67,86,53,76,79,41,64,60,79,81,79,76,14,8,10,6,13,NA,59+3,59+3,59+3,58,59,59,59,58,62+3,62+3,62+3,61+3,70+3,70+3,70+3,61+3,69+3,77+1,77+1,77+1,69+3,70+3,78,78,78,70+3,17+3
162297,/player/162297/daniele-padelli/240002,24,2,2023-09-22,D. Padelli,Daniele Padelli,GK,71,71,210000,5000,37,1985-10-25,191,82,55,Udinese,31,Serie A,1,SUB,93,NA,2021-07-01,2025,27,Italy,NA,NA,NA,Left,2,1,2,Medium/Medium,Normal (185+),No,378000,NA,NA,NA,NA,NA,NA,NA,NA,11,10,10,26,10,10,13,10,29,21,49,39,38,68,27,45,53,30,45,11,12,13,10,31,22,69,8,12,12,72,71,60,76,66,45,25+2,25+2,25+2,24,25,25,25,24,25+2,25+2,25+2,25+2,26+2,26+2,26+2,25+2,23+2,23+2,23+2,23+2,23+2,23+2,20+2,20+2,20+2,23+2,70+1
163264,/player/163264/tom-heaton/240002,24,2,2023-09-22,T. Heaton,Tom Heaton,GK,72,72,250000,30000,37,1986-04-15,188,85,11,Manchester United,13,Premier League,1,RES,22,NA,2021-07-02,2024,14,England,NA,NA,NA,Right,3,1,1,Medium/Medium,Normal (185+),Yes,475000,NA,Far Throw,NA,NA,NA,NA,NA,NA,17,12,16,38,12,17,22,13,45,35,48,45,54,63,50,54,66,38,66,12,31,24,12,48,24,59,16,15,13,71,71,72,74,73,47,30+2,30+2,30+2,30,32,32,32,30,34+2,34+2,34+2,33+2,35+2,35+2,35+2,33+2,29+2,33+2,33+2,33+2,29+2,29+2,29+2,29+2,29+2,29+2,71+1
163489,/player/163489/andrea-consigli/240002,24,2,2023-09-22,A. Consigli,Andrea Consigli,GK,79,79,1900000,11000,36,1987-01-27,189,82,111974,Sassuolo,31,Serie A,1,GK,47,NA,2014-09-01,2024,27,Italy,NA,NA,NA,Right,3,1,2,Medium/Medium,Normal (185+),No,3200000,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,54,59,31,51,19,11,15,10,46,21,63,10,17,19,79,80,72,78,80,42,27+2,27+2,27+2,26,28,28,28,26,30+2,30+2,30+2,27+2,30+2,30+2,30+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,24+2,24+2,24+2,25+2,78+1
163705,/player/163705/steve-mandanda/240002,24,2,2023-09-22,S. Mandanda,Steve Mandanda,GK,79,79,1900000,25000,38,1985-03-28,187,82,74,Rennes,16,Ligue 1,1,GK,30,NA,2022-07-07,2024,18,France,NA,NA,NA,Right,2,1,3,Medium/Medium,Normal (185+),Yes,3600000,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,60,13,19,13,12,36,27,53,43,52,80,36,56,67,31,61,7,37,23,11,59,11,62,13,15,13,76,79,74,77,81,49,32+3,32+3,32+3,33,35,35,35,33,39+3,39+3,39+3,35+3,39+3,39+3,39+3,35+3,31+3,36+3,36+3,36+3,31+3,30+3,30+3,30+3,30+3,30+3,78+1
164240,/player/164240/thiago-emiliano-da-silva/240002,24,2,2023-09-22,Thiago Silva,Thiago Emiliano da Silva,CB,84,84,7500000,100000,38,1984-09-22,183,79,5,Chelsea,13,Premier League,1,LCB,6,NA,2020-08-28,2024,54,Brazil,NA,NA,NA,Right,3,2,4,Medium/High,Normal (170-185),Yes,14300000,NA,"Anticipate +, Power Header, Block, Acrobatic, Aerial",51,54,74,72,87,74,60,40,81,83,61,67,62,61,84,80,45,55,62,88,65,71,77,66,78,65,74,85,59,73,60,86,90,87,84,9,12,5,9,10,NA,66+3,66+3,66+3,66,67,67,67,66,70+3,70+3,70+3,68+3,77+3,77+3,77+3,68+3,76+3,83+1,83+1,83+1,76+3,77+3,83+1,83+1,83+1,77+3,18+3
164835,/player/164835/lukasz-fabianski/240002,24,2,2023-09-22,Ł. Fabiański,Łukasz Fabiański,GK,79,79,1900000,35000,38,1985-04-18,190,83,19,West Ham United,13,Premier League,1,SUB,1,NA,2018-06-20,2024,37,Poland,NA,NA,NA,Right,2,1,2,Medium/Medium,Normal (185+),Yes,3600000,NA,Far Throw,NA,NA,NA,NA,NA,NA,14,13,11,32,17,14,18,12,50,22,50,47,53,73,44,51,66,25,65,20,43,16,15,57,22,63,14,12,13,78,80,68,79,78,49,30+2,30+2,30+2,29,31,31,31,29,34+2,34+2,34+2,31+2,34+2,34+2,34+2,31+2,26+2,31+2,31+2,31+2,26+2,25+2,27+2,27+2,27+2,25+2,78+1
166074,/player/166074/tiago-manuel-dias-correia/240002,24,2,2023-09-22,Bebé,Tiago Manuel Dias Correia,"LM, RM",74,74,3300000,18000,32,1990-07-12,190,83,480,Rayo Vallecano,53,La Liga,1,SUB,10,NA,2018-08-31,2025,104,Cape Verde Islands,NA,NA,NA,Right,4,3,1,High/Low,Normal (185+),Yes,6900000,#Strength,"Power Shot, Dead Ball, Rapid, First Touch, Trivela",82,78,71,72,41,85,69,74,57,74,69,77,70,77,68,70,74,89,69,65,60,89,82,77,93,81,75,33,72,71,65,71,62,28,20,15,7,8,7,11,NA,74,74,74,74,74,74,74,74,73+1,73+1,73+1,73+1,68+2,68+2,68+2,73+1,58+2,58+2,58+2,58+2,58+2,55+2,54+2,54+2,54+2,55+2,16+2
167397,/player/167397/radamel-falcao-garcia-zarate/240002,24,2,2023-09-22,Falcao,Radamel Falcao García Zárate,ST,75,75,1900000,16000,37,1986-02-10,177,72,480,Rayo Vallecano,53,La Liga,1,ST,9,NA,2021-09-04,2024,56,Colombia,NA,NA,NA,Right,4,3,3,High/Medium,Normal (170-185),Yes,4000000,NA,"Finesse Shot, Power Header, Trivela",47,77,67,74,41,66,55,78,83,76,77,72,78,70,60,77,54,42,70,78,78,75,78,53,69,73,73,41,81,63,81,79,32,42,19,10,13,6,9,5,NA,75,75,75,70,73,73,73,70,72+3,72+3,72+3,68+3,68+3,68+3,68+3,68+3,52+3,57+3,57+3,57+3,52+3,50+3,53+3,53+3,53+3,50+3,17+3
167495,/player/167495/manuel-neuer/240002,24,2,2023-09-22,M. Neuer,Manuel Peter Neuer,GK,87,87,9000000,55000,37,1986-03-27,193,93,21,FC Bayern München,19,Bundesliga,1,SUB,1,NA,2011-07-01,2024,21,Germany,NA,NA,NA,Right,4,1,5,Medium/Medium,Unique,Yes,14900000,NA,Far Throw,NA,NA,NA,NA,NA,NA,15,13,25,60,11,30,14,11,68,46,48,50,51,84,35,68,77,43,80,16,29,30,12,70,47,70,17,10,11,84,85,90,88,84,49,39+3,39+3,39+3,39,42,42,42,39,47+3,47+3,47+3,43+3,50+3,50+3,50+3,43+3,35+3,43+3,43+3,43+3,35+3,33+3,34+3,34+3,34+3,33+3,85+2
167948,/player/167948/hugo-lloris/240002,24,2,2023-09-22,H. Lloris,Hugo Lloris,GK,83,83,4000000,54000,36,1986-12-26,188,82,18,Tottenham Hotspur,13,Premier League,1,RES,1,NA,2012-08-31,2024,18,France,NA,NA,NA,Left,1,1,4,Medium/Medium,Unique,Yes,7600000,NA,NA,NA,NA,NA,NA,NA,NA,13,10,9,52,15,12,12,10,55,29,61,59,54,81,56,53,60,41,43,14,31,25,9,57,40,55,24,12,18,85,80,70,81,86,60,30+3,30+3,30+3,33,34,34,34,33,38+3,38+3,38+3,36+3,40+3,40+3,40+3,36+3,34+3,37+3,37+3,37+3,34+3,33+3,29+3,29+3,29+3,33+3,82+1
168651,/player/168651/ivan-rakitic/240002,24,2,2023-09-22,I. Rakitić,Ivan Rakitić,"CM, CDM",81,81,10500000,27000,35,1988-03-10,184,78,481,Sevilla,53,La Liga,1,LCM,10,NA,2020-09-01,2024,10,Croatia,NA,NA,NA,Right,4,3,3,Medium/Medium,Normal (170-185),Yes,22100000,NA,"Power Shot, Tiki Taka, Press Proven, Trivela",50,79,84,78,74,70,83,76,59,85,80,80,86,82,84,83,53,47,67,78,58,85,65,72,70,80,67,76,78,85,82,80,76,77,74,14,11,12,5,9,NA,75+3,75+3,75+3,76,77,77,77,76,79+2,79+2,79+2,77+3,81,81,81,77+3,75+3,78+3,78+3,78+3,75+3,74+3,73+3,73+3,73+3,74+3,17+3
168965,/player/168965/remy-riou/240002,24,2,2023-09-22,R. Riou,Rémy Riou,GK,69,69,150000,7000,35,1987-08-06,189,81,66,Olympique Lyonnais,16,Ligue 1,1,SUB,35,NA,2022-06-10,2024,18,France,NA,NA,NA,Right,1,1,2,Medium/Medium,Normal (185+),No,285000,NA,NA,NA,NA,NA,NA,NA,NA,14,11,12,48,13,12,13,15,34,23,45,53,39,69,51,49,67,32,75,13,29,28,18,42,23,48,14,13,12,69,66,65,70,68,48,30+2,30+2,30+2,29,31,31,31,29,32+2,32+2,32+2,31+2,33+2,33+2,33+2,31+2,29+2,33+2,33+2,33+2,29+2,28+2,30+2,30+2,30+2,28+2,68+1
169324,/player/169324/andreas-ulmer/240002,24,2,2023-09-22,A. Ulmer,Andreas Ulmer,LB,72,72,525000,9000,37,1985-10-30,175,71,191,Salzburg,80,Bundesliga,1,SUB,17,NA,2009-01-28,2024,4,Austria,NA,NA,NA,Left,3,3,1,High/Medium,Normal (170-185),No,788000,NA,NA,67,62,69,72,70,68,72,53,57,70,70,70,73,70,67,74,66,67,73,67,80,73,68,72,69,72,62,70,70,64,50,75,74,69,69,8,11,7,5,10,NA,66+2,66+2,66+2,68,68,68,68,68,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,15+2
169588,/player/169588/jonny-evans/240002,24,2,2023-09-22,J. Evans,Jonathan Grant Evans,CB,75,75,1500000,54000,35,1988-01-03,188,77,11,Manchester United,13,Premier League,1,SUB,35,NA,2023-09-01,2024,35,Northern Ireland,110081,CB,5,Right,4,2,2,Medium/High,Lean (185+),Yes,2900000,NA,Long Ball Pass,37,32,60,58,78,69,52,28,77,72,46,51,34,37,66,69,39,36,33,76,55,42,72,56,71,24,80,78,31,57,44,81,84,75,73,12,16,16,15,8,NA,50+2,50+2,50+2,50,51,51,51,50,54+2,54+2,54+2,54+2,62+2,62+2,62+2,54+2,66+2,73+2,73+2,73+2,66+2,67+2,75,75,75,67+2,20+2
169697,/player/169697/darren-randolph/240002,24,2,2023-09-22,D. Randolph,Darren Randolph,GK,72,72,250000,15000,36,1987-05-12,188,78,1943,AFC Bournemouth,13,Premier League,1,RES,12,NA,2023-01-26,2024,25,Republic of Ireland,NA,NA,NA,Right,3,1,1,Medium/Medium,Normal (185+),Yes,475000,NA,NA,NA,NA,NA,NA,NA,NA,11,14,16,33,16,14,15,14,34,33,41,44,50,70,43,50,59,23,57,14,29,18,11,35,30,36,15,14,14,74,70,66,70,73,42,30+2,30+2,30+2,28,30,30,30,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,71+1
169706,/player/169706/jack-cork/240002,24,2,2023-09-22,J. Cork,Jack Cork,"CDM, CM",73,73,1000000,33000,34,1989-06-25,184,75,1796,Burnley,13,Premier League,1,SUB,4,NA,2017-07-11,2024,14,England,NA,NA,NA,Right,4,3,2,Medium/High,Normal (170-185),Yes,2000000,NA,First Touch,40,60,69,68,72,75,65,54,70,76,53,65,74,64,70,73,49,33,59,72,63,71,70,77,75,63,74,73,63,58,60,78,73,72,68,13,11,16,6,6,NA,64+2,64+2,64+2,63,64,64,64,63,65+2,65+2,65+2,64+2,69+2,69+2,69+2,64+2,68+2,72+1,72+1,72+1,68+2,68+2,72+1,72+1,72+1,68+2,16+2
169792,/player/169792/jay-rodriguez/240002,24,2,2023-09-22,J. Rodriguez,Jay Rodriguez,ST,73,73,1900000,39000,33,1989-07-29,185,84,1796,Burnley,13,Premier League,1,SUB,9,NA,2019-07-09,2024,14,England,NA,NA,NA,Right,4,3,2,High/Medium,Normal (185+),Yes,3800000,NA,NA,63,76,68,72,42,66,68,75,75,70,75,72,70,54,67,73,63,63,68,74,64,77,78,65,73,76,49,44,75,70,77,76,48,30,21,12,12,16,14,9,NA,73,73,73,71,72,72,72,71,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2,56+2,56+2,56+2,56+2,56+2,53+2,52+2,52+2,52+2,53+2,19+2
